主题标签,科技关联层级,报告ID,发布日期,观察窗,报告名称,资料角色,本地原始资产,本地文本,官方落地页,本地状态
科技创新政策与研究体系,科技创新政策与能力基线,C-KISTEP-RES0220190026,2019-01-28,W2,학생인건비 통합관리제 기획 및 운영,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190026&rpt_tp=831-002,官方目录元数据，附件未列入本批
生命科学、生物技术与健康,核心科技直接材料,C-KISTEP-RES0220190028,2019-01-28,W2,글로벌 리스크 대응을 위한 메타 거버넌스 연구 : 과학기술 안보적 관점을 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190028&rpt_tp=831-002,官方目录元数据，附件未列入本批
技术安全、供应链与国际合作,核心科技直接材料,C-KISTEP-RES0220190028,2019-01-28,W2,글로벌 리스크 대응을 위한 메타 거버넌스 연구 : 과학기술 안보적 관점을 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190028&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190030,2019-01-28,W2,K2Base 지식자산의 활용방안 연구 - 신약개발 분야를 중심으로 -,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190030&rpt_tp=831-004,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220190030,2019-01-28,W2,K2Base 지식자산의 활용방안 연구 - 신약개발 분야를 중심으로 -,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190030&rpt_tp=831-004,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190031,2019-01-28,W2,2018년도 예비타당성조사 요구 국가연구개발사업 기술성평가,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190031&rpt_tp=831-001,官方目录元数据，附件未列入本批
科技创新政策与研究体系,科技创新政策与能力基线,C-KISTEP-RES0220190032,2019-01-28,W2,2018년 과학기술통계 분석과 통계백서 발간,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190032&rpt_tp=831-001,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220190033,2019-01-28,W2,빅데이터 기반의 연구혁신 정책의사결정 지원 체계 정립 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190033&rpt_tp=831-001,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,核心科技直接材料,C-KISTEP-RES0220190033,2019-01-28,W2,빅데이터 기반의 연구혁신 정책의사결정 지원 체계 정립 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190033&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190036,2019-01-28,W2,KISTEP 통계브리프,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190036&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190038,2019-01-28,W2,국가R&D 기획·관리 지원서비스 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190038&rpt_tp=831-001,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220190038,2019-01-28,W2,국가R&D 기획·관리 지원서비스 구축,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190038&rpt_tp=831-001,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190010,2019-01-29,W2,기술기반 고성장 기업 육성을 위한 정책 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190010&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190024,2019-01-29,W2,무역환경 선도형 소재·부품 확보를 위한 정부R&D 투자전략,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190024&rpt_tp=831-005,官方目录元数据，附件未列入本批
能源、气候与绿色转型,科技创新政策与能力基线,C-KISTEP-RES0220190029,2019-01-29,W2,"R&D-산업생태계 분석을 통한 재생에너지 투자전략 수립 : 태양광, 풍력 중심으로",机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190029&rpt_tp=831-005,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190029,2019-01-29,W2,"R&D-산업생태계 분석을 통한 재생에너지 투자전략 수립 : 태양광, 풍력 중심으로",机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190029&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190029,2019-01-29,W2,"R&D-산업생태계 분석을 통한 재생에너지 투자전략 수립 : 태양광, 풍력 중심으로",机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190029&rpt_tp=831-005,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190035,2019-01-29,W2,2018년도 Creative KISTEP Fellowship Program 운영 및 정책이슈 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190035&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190037,2019-01-29,W2,국방분야 과학기술 성과현황 분석 및 발전방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190037&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190041,2019-01-29,W2,시민참여형 미세먼지 대응 정부 R&D 투자방향 수립 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190041&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190043,2019-01-29,W2,국내 혁신 생태계의 경쟁력 강화를 위한 연구산업 활성화 정책 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190043&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190046,2019-01-29,W2,정부 연구개발 투자의 생산성 측정에 관한 연구 (I),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190046&rpt_tp=831-005,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220190047,2019-01-29,W2,정부R&D 최적 예산배분안 도출 프로세스 연구 : 공공우주 분야를 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190047&rpt_tp=831-005,官方目录元数据，附件未列入本批
航天、核能与大型技术系统,核心科技直接材料,C-KISTEP-RES0220190047,2019-01-29,W2,정부R&D 최적 예산배분안 도출 프로세스 연구 : 공공우주 분야를 중심으로,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190047&rpt_tp=831-005,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190040,2019-01-30,W2,2018년도 국가연구개발사업 상위평가 보고서 [종료평가],机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190040&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190045,2019-01-30,W2,2018년도 과학기술정책의 과학화 기반구축 사업,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190045&rpt_tp=831-004,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190048,2019-01-30,W2,2018년 과학기술 기획·조정·평가 국제 네트워크 구축 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190048&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190048,2019-01-30,W2,2018년 과학기술 기획·조정·평가 국제 네트워크 구축 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190048&rpt_tp=831-002,官方目录元数据，附件未列入本批
技术安全、供应链与国际合作,科技创新政策与能力基线,C-KISTEP-RES0220190048,2019-01-30,W2,2018년 과학기술 기획·조정·평가 국제 네트워크 구축 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190048&rpt_tp=831-002,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190049,2019-01-30,W2,2018년도 과학기술 & ICT 정책·기술 동향 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190049&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190052,2019-01-30,W2,2018년 창의적 연구성과 창출을 위한 연구사업관리 개선방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190052&rpt_tp=831-004,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190054,2019-01-30,W2,미래변화 대응을 위한 전문가 네트워크 및 포럼 운영,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190054&rpt_tp=831-002,官方目录元数据，附件未列入本批
科技前瞻与未来社会,科技创新政策与能力基线,C-KISTEP-RES0220190054,2019-01-30,W2,미래변화 대응을 위한 전문가 네트워크 및 포럼 운영,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190054&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220180259,2019-01-31,W2,2018년 국가R&D사업 사전분석 전문 네트워크 구축 및 역량 강화,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220180259&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190039,2019-01-31,W2,범부처 R&D 관리시스템 발전 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190039&rpt_tp=831-001,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190039,2019-01-31,W2,범부처 R&D 관리시스템 발전 방안 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190039&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190044,2019-01-31,W2,2017년도(조사대상년도) 연구개발활동조사보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190044&rpt_tp=831-001,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220190044,2019-01-31,W2,2017년도(조사대상년도) 연구개발활동조사보고서,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190044&rpt_tp=831-001,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190050,2019-01-31,W2,2018년 개방형 포럼 방식을 활용한 과학기술정책 이슈연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190050&rpt_tp=831-005,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220190050,2019-01-31,W2,2018년 개방형 포럼 방식을 활용한 과학기술정책 이슈연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190050&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190050,2019-01-31,W2,2018년 개방형 포럼 방식을 활용한 과학기술정책 이슈연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190050&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190051,2019-01-31,W2,기술발전으로 변화될 스타트업 생태계의 미래,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190051&rpt_tp=831-006,官方目录元数据，附件未列入本批
技术安全、供应链与国际合作,科技创新政策与能力基线,C-KISTEP-RES0220190051,2019-01-31,W2,기술발전으로 변화될 스타트업 생태계의 미래,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190051&rpt_tp=831-006,官方目录元数据，附件未列入本批
科技前瞻与未来社会,科技创新政策与能力基线,C-KISTEP-RES0220190051,2019-01-31,W2,기술발전으로 변화될 스타트업 생태계의 미래,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190051&rpt_tp=831-006,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190053,2019-01-31,W2,2018년 전략적 R&D예산 배분 및 편성을 위한 정책기반 구축에 관한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190053&rpt_tp=831-002,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190056,2019-01-31,W2,2018년도 글로벌 R&D 투자동향 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190056&rpt_tp=831-005,官方目录元数据，附件未列入本批
科技人才、大学与知识流动,科技创新政策与能力基线,C-KISTEP-RES0220190056,2019-01-31,W2,2018년도 글로벌 R&D 투자동향 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190056&rpt_tp=831-005,官方目录元数据，附件未列入本批
产业创新、创业与区域体系,科技创新政策与能力基线,C-KISTEP-RES0220190056,2019-01-31,W2,2018년도 글로벌 R&D 투자동향 분석,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190056&rpt_tp=831-005,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190058,2019-01-31,W2,2018년 R&D사업 예비타당성조사 일관성 제고를 위한 조사 체계 개선 방향 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190058&rpt_tp=831-003,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,科技创新政策与能力基线,C-KISTEP-RES0220190060,2019-01-31,W2,KISTEP 정책네트워킹 추진 및 기관성과 확산을 위한 연구,机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190060&rpt_tp=831-004,官方目录元数据，附件未列入本批
人工智能、数据与数字技术,核心科技直接材料,C-KISTEP-RES0220190062,2019-01-31,W2,2018년 기술영향평가(블록체인 기술),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190062&rpt_tp=831-006,官方目录元数据，附件未列入本批
科研体系、研发投入与评价,核心科技直接材料,C-KISTEP-RES0220190062,2019-01-31,W2,2018년 기술영향평가(블록체인 기술),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190062&rpt_tp=831-006,官方目录元数据，附件未列入本批
科技前瞻与未来社会,核心科技直接材料,C-KISTEP-RES0220190062,2019-01-31,W2,2018년 기술영향평가(블록체인 기술),机构正式研究,,,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190062&rpt_tp=831-006,官方目录元数据，附件未列入本批
中国科技与国际比较,科技创新政策与能力基线,C-KISTEP-RES0220190059,2019-02-07,W2,2018년 기술혁신관점에서 한국 주력산업의 미래위험 예측: 자동차 산업의 패러다임 변화와 중국의 추격을 중심으로,机构正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-KISTEP-RES0220190059.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-KISTEP-RES0220190059.txt,https://www.kistep.re.kr/reportAllDetail.es?mid=a10305010000&rpt_no=RES0220190059&rpt_tp=831-006,官方PDF已保存并校验
